연령군,성별,단계,운동명,빈도,비율%
성장기,M,준비운동,엎드려 한발 원 그리기,1157,1.76
성장기,M,준비운동,줄넘기 운동,1054,1.6
성장기,M,준비운동,나비자세,1004,1.53
성장기,M,준비운동,전신 루틴 스트레칭,997,1.52
성장기,M,준비운동,자전거타기,939,1.43
성장기,M,준비운동,하지 루틴 스트레칭1,920,1.4
성장기,M,준비운동,목 스트레칭,850,1.29
성장기,M,준비운동,상지 루틴 스트레칭,831,1.26
성장기,M,준비운동,팔굽혀펴기,755,1.15
성장기,M,준비운동,팔 벌려 뛰기,701,1.07
성장기,M,준비운동,팔꿈치 원 그리기,657,1.0
성장기,M,준비운동,옆구리 스트레칭,642,0.98
성장기,M,준비운동,몸통 비틀기,639,0.97
성장기,M,준비운동,제자리 뛰기,638,0.97
성장기,M,준비운동,양발 벌려 무릎 밀어내기,635,0.97
성장기,M,준비운동,팔굽혀 펴기,612,0.93
성장기,M,준비운동,하지 루틴 스트레칭2,598,0.91
성장기,M,준비운동,등/어깨 뒤쪽 스트레칭,514,0.78
성장기,M,준비운동,앉았다 일어서기,478,0.73
성장기,M,준비운동,다리 벌려 앞으로 상체 숙이기,478,0.73
성장기,M,준비운동,목 돌리기,477,0.73
성장기,M,준비운동,몸통 스트레칭,441,0.67
성장기,M,준비운동,온 몸 뻗어주기,440,0.67
성장기,M,준비운동,무릎 굽혀 가슴 닿기,423,0.64
성장기,M,준비운동,발바닥 마주대고 끌어당기기,422,0.64
성장기,M,준비운동,발목 얹고 다리 잡아당기기,418,0.64
성장기,M,준비운동,왜가리 자세,398,0.61
성장기,M,준비운동,다리 굽혀(W자) 상체 뒤로 눕기,389,0.59
성장기,M,준비운동,수영,387,0.59
성장기,M,준비운동,짝 스트레칭 루틴프로그램,371,0.56
성장기,M,준비운동,엎드려 상체 들어올리기,358,0.54
성장기,M,준비운동,깍지끼고 목 들어올리기,345,0.52
성장기,M,준비운동,척추 들어올리기,336,0.51
성장기,M,준비운동,허리 스트레칭,329,0.5
성장기,M,준비운동,전사자세,317,0.48
성장기,M,준비운동,엎드려 버티기,313,0.48
성장기,M,준비운동,트레드밀에서 걷기,308,0.47
성장기,M,준비운동,시소우,295,0.45
성장기,M,준비운동,다리모아 무릎 누르기,295,0.45
성장기,M,준비운동,다리 벌려 옆으로 상체 숙이기,295,0.45
성장기,M,준비운동,아래 팔 스트레칭,287,0.44
성장기,M,준비운동,윗몸 일으키기,284,0.43
성장기,M,준비운동,팔 당기기,283,0.43
성장기,M,준비운동,1단 줄넘기,282,0.43
성장기,M,준비운동,맨몸운동 루틴프로그램,274,0.42
성장기,M,준비운동,다리굽혀 허리 비틀기,270,0.41
성장기,M,준비운동,엉덩이 스트레칭,265,0.4
성장기,M,준비운동,합장하여 앞으로 숙이기,264,0.4
성장기,M,준비운동,누워서 뒤로 팔굽혀펴기,263,0.4
성장기,M,준비운동,가슴/어깨 앞쪽 스트레칭,250,0.38
성장기,M,준비운동,양발 교차하여 서서 몸통 숙이기,246,0.37
성장기,M,준비운동,엎드려서 팔 다리 들기,242,0.37
성장기,M,준비운동,다리 모아 상체 숙이기,241,0.37
성장기,M,준비운동,의자에 앉아 몸통비틀기,238,0.36
성장기,M,준비운동,허리숙여 양팔 돌리기,236,0.36
성장기,M,준비운동,의자에 앉아 가슴 뒤로 젖히기,233,0.35
성장기,M,준비운동,아기자세,229,0.35
성장기,M,준비운동,왕복달리기,226,0.34
성장기,M,준비운동,무릎굽혀 원 그리기,222,0.34
성장기,M,준비운동,실내 자전거타기,217,0.33
성장기,M,준비운동,휴식자세,216,0.33
성장기,M,준비운동,무릎 들어올리기,213,0.32
성장기,M,준비운동,상체 앞으로 숙이기,211,0.32
성장기,M,준비운동,팔꿈치 머리 뒤로 젖히기,210,0.32
성장기,M,준비운동,넙다리 뒤쪽 스트레칭,210,0.32
성장기,M,준비운동,결가부좌,206,0.31
성장기,M,준비운동,버피 테스트,203,0.31
성장기,M,준비운동,앉은 산 자세,202,0.31
성장기,M,준비운동,고양이 자세,201,0.31
성장기,M,준비운동,앉아서 엉덩이 들고 이동하기,201,0.31
성장기,M,준비운동,서서 발목 뒤로 당기기,197,0.3
성장기,M,준비운동,전진 점프하며 발 뒤꿈치 찍기,197,0.3
성장기,M,준비운동,서서 한팔 들어 오른쪽 왼쪽 뻗기,194,0.3
성장기,M,준비운동,누워 발목 당겨주기,194,0.3
성장기,M,준비운동,무릎 높여 제자리 달리기,194,0.3
성장기,M,준비운동,버피운동,191,0.29
성장기,M,준비운동,나란히 서서 손잡고 끌어당기기,187,0.28
성장기,M,준비운동,배스트레칭,187,0.28
성장기,M,준비운동,겨드랑이 늘리기,185,0.28
성장기,M,준비운동,한쪽 다리펴고 상체 숙이기,183,0.28
성장기,M,준비운동,모관운동,181,0.28
성장기,M,준비운동,네발 걷기,180,0.27
성장기,M,준비운동,팔벌려뛰기,179,0.27
성장기,M,준비운동,엉덩이 늘리기,176,0.27
성장기,M,준비운동,다리들어 옆으로 올리기,173,0.26
성장기,M,준비운동,다리자세,172,0.26
성장기,M,준비운동,전완대고 버티기,169,0.26
성장기,M,준비운동,달리기,169,0.26
성장기,M,준비운동,어깨 뒤쪽 스트레칭,168,0.26
성장기,M,준비운동,바운딩 운동 루틴프로그램,167,0.25
성장기,M,준비운동,어깨 누르기,163,0.25
성장기,M,준비운동,의자에 앉아 가슴 몸통 말아주기,162,0.25
성장기,M,준비운동,깍지 끼고 상체 숙이기,161,0.24
성장기,M,준비운동,무릎 당겨올리기,157,0.24
성장기,M,준비운동,목 돌림 스트레칭,156,0.24
성장기,M,준비운동,누워 다리 들어올리기,155,0.24
성장기,M,준비운동,다리 꼬아 상체 앞으로 숙이기,154,0.23
성장기,M,준비운동,발등 동시에 늘리기,153,0.23
성장기,M,준비운동,어깨 스트레칭,153,0.23
성장기,M,준비운동,엎드려 무릎 연속 차기,149,0.23
성장기,M,준비운동,무릎당겨 다리 올리기,147,0.22
성장기,M,준비운동,엎드려 팔로 걷기,147,0.22
성장기,M,준비운동,옆으로 팔 벌리며 점프하기,144,0.22
성장기,M,준비운동,서서 뒤꿈치 들기,144,0.22
성장기,M,준비운동,넙다리 안쪽 스트레칭,143,0.22
성장기,M,준비운동,앉아서 상체 앞 옆으로 기울기,136,0.21
성장기,M,준비운동,서서 발목 누르기,136,0.21
성장기,M,준비운동,한 발 앞굽이 팔 위로 뻗어 가슴 내밀기,136,0.21
성장기,M,준비운동,의자에 앉아 옆구리 숙이기,135,0.21
성장기,M,준비운동,메디신볼 운동 루틴프로그램,134,0.2
성장기,M,준비운동,공 양손으로 주고 받기,134,0.2
성장기,M,준비운동,누워서 전신 뻗기,132,0.2
성장기,M,준비운동,가슴 어깨 펴기,131,0.2
성장기,M,준비운동,윗몸말아올리기,131,0.2
성장기,M,준비운동,나무자세,130,0.2
성장기,M,준비운동,다리뻗어 상체 숙이기,130,0.2
성장기,M,준비운동,소머리 자세,128,0.19
성장기,M,준비운동,벽패스,128,0.19
성장기,M,준비운동,빠르게 무릎 올려 찍기,127,0.19
성장기,M,준비운동,크런치 사이클,124,0.19
성장기,M,준비운동,자가근막이완술 루틴 스트레칭,124,0.19
성장기,M,준비운동,몸통 들어올리기,123,0.19
성장기,M,준비운동,뒤로 팔굽혀펴기,123,0.19
성장기,M,준비운동,좌식생활자를 위한 동적 루틴 스트레칭,121,0.18
성장기,M,준비운동,넙다리 앞쪽 스트레칭,118,0.18
성장기,M,준비운동,윗몸올리기,117,0.18
성장기,M,준비운동,앉아서 밴드 잡고 몸통 돌리기,116,0.18
성장기,M,준비운동,골반 스트레칭,116,0.18
성장기,M,준비운동,앉아 윗몸 앞으로 굽히기,116,0.18
성장기,M,준비운동,다리 들어올리기,115,0.17
성장기,M,준비운동,밴드 잡고 몸통 옆으로 굽히기,114,0.17
성장기,M,준비운동,앉아서 옆구리 늘려주기,109,0.17
성장기,M,준비운동,전신 비틀며 전진하기,104,0.16
성장기,M,준비운동,한 발 뒤로 빼고 앞으로 굽히기,104,0.16
성장기,M,준비운동,앉아서 한 발 앞으로 굽히기,103,0.16
성장기,M,준비운동,계단 오르기,100,0.15
성장기,M,준비운동,볼 잡고 점프하기,97,0.15
성장기,M,준비운동,바로서서 상체 숙이기,96,0.15
성장기,M,준비운동,계단 올라갔다 내려오기,94,0.14
성장기,M,준비운동,회전근개 스트레칭,94,0.14
성장기,M,준비운동,빠른 발 뛰기,93,0.14
성장기,M,준비운동,의자 앞에서 앉았다 일어서기,93,0.14
성장기,M,준비운동,엇박자 뛰기,90,0.14
성장기,M,준비운동,줄넘기,87,0.13
성장기,M,준비운동,앉았다 일어서면서 점프하기,87,0.13
성장기,M,준비운동,사이드 지그재그 뛰기,82,0.12
성장기,M,준비운동,발 바꿔 뛰기,81,0.12
성장기,M,준비운동,물병 옆으로 들어올리기,81,0.12
성장기,M,준비운동,반복 옆뛰기,80,0.12
성장기,M,준비운동,한발 연속 뛰기,79,0.12
성장기,M,준비운동,손 뻗어 윗몸 일으키기,79,0.12
성장기,M,준비운동,순간반응 콘 찍기,79,0.12
성장기,M,준비운동,팔로 써클링 누르기,79,0.12
성장기,M,준비운동,팔 돌리며 점프하기,77,0.12
성장기,M,준비운동,메디신 볼 잡고 팔굽혀펴기,76,0.12
성장기,M,준비운동,목 당기기,74,0.11
성장기,M,준비운동,짐볼 운동 루틴프로그램,74,0.11
성장기,M,준비운동,밴드 어깨 뒤로 들어올리기,71,0.11
성장기,M,준비운동,훌라후프하며 앞으로 가기,70,0.11
성장기,M,준비운동,전진 점프하며 발바닥 찍기,69,0.1
성장기,M,준비운동,앞굽이 앉았다 일어서기,68,0.1
성장기,M,준비운동,벽에서 팔굽혀 펴기,67,0.1
성장기,M,준비운동,라켓으로 공 치며 앞으로 가기,66,0.1
성장기,M,준비운동,마주보고 상체 좌우 비틀기,65,0.1
성장기,M,준비운동,밴드 앞 옆으로 들어올리기,65,0.1
성장기,M,준비운동,마주보고 종아리 펴기,64,0.1
성장기,M,준비운동,양 손 번갈아 공 튀기기,64,0.1
성장기,M,준비운동,무릎 대고 옆으로 기울이기,64,0.1
성장기,M,준비운동,누워서 다리 들어올리기,62,0.09
성장기,M,준비운동,옆으로 누워 버티기,60,0.09
성장기,M,준비운동,누워 무릎 기울기,60,0.09
성장기,M,준비운동,옆으로 누워 다리 들어올리기,60,0.09
성장기,M,준비운동,다리 뻗어 올리기,58,0.09
성장기,M,준비운동,양발 모아 좌우 뛰기,57,0.09
성장기,M,준비운동,누워서 굽힌 다리 펴기,57,0.09
성장기,M,준비운동,자세낮춰 이동하기,56,0.09
성장기,M,준비운동,짐볼에 엎드려서 팔 다리 들기,56,0.09
성장기,M,준비운동,짐볼에 엎드려서 몸통 젖히기,56,0.09
성장기,M,준비운동,밴드 앞으로 당기기,56,0.09
성장기,M,준비운동,레그 스윙,55,0.08
성장기,M,준비운동,저항밴드 운동 루틴프로그램,55,0.08
성장기,M,준비운동,박스 오르내리기,55,0.08
성장기,M,준비운동,무릎 대고 상체 뒤로 젖히기,54,0.08
성장기,M,준비운동,다리벌려 풍차돌기,53,0.08
성장기,M,준비운동,양팔 벌려 전신 비틀기,53,0.08
성장기,M,준비운동,의자에 앉아 물병 들고 몸통 돌리기,52,0.08
성장기,M,준비운동,대퇴사두근 스트레칭,51,0.08
성장기,M,준비운동,슈퍼맨자세,51,0.08
성장기,M,준비운동,웨이트 트레이닝 루틴프로그램,50,0.08
성장기,M,준비운동,한발 앞으로 내밀고 앉았다 일어서기,48,0.07
성장기,M,준비운동,엎드려 다리 들어올리기,48,0.07
성장기,M,준비운동,의자 잡고 팔 뒤로 굽히기,47,0.07
성장기,M,준비운동,엎드려 교차 발 잡아당기기,47,0.07
성장기,M,준비운동,몸통 앞으로 굽혀 걷기,45,0.07
성장기,M,준비운동,웅크리고 앉아 손잡고 상체 숙이기,44,0.07
성장기,M,준비운동,대퇴이두근 스트레칭,44,0.07
성장기,M,준비운동,비복근 스트레칭,44,0.07
성장기,M,준비운동,바벨들어올리기,43,0.07
성장기,M,준비운동,무릎 높이 들어 뛰기,43,0.07
성장기,M,준비운동,다리 넓게 벌려 앉았다 일어서기,42,0.06
성장기,M,준비운동,배 스트레칭,41,0.06
성장기,M,준비운동,무릎-허리 높이로 공 튀기기,40,0.06
성장기,M,준비운동,박스 옆으로 번갈아 뛰기,40,0.06
성장기,M,준비운동,훌라후프로 공 끌고 가기,40,0.06
성장기,M,준비운동,다리 모아 뒤로 눕기,39,0.06
성장기,M,준비운동,엎드려 팔 대고 버티기,39,0.06
성장기,M,준비운동,팔다리 교차 버티기,38,0.06
성장기,M,준비운동,뒤꿈치 높이들어 뛰기,38,0.06
성장기,M,준비운동,다리 모았다 벌려 뛰기,38,0.06
성장기,M,준비운동,누워서 다리 펴고 원 그리기,35,0.05
성장기,M,준비운동,볼 튕기면서 스쿼트,34,0.05
성장기,M,준비운동,메디신 볼 잡고 런지하며 상체비틀기,33,0.05
성장기,M,준비운동,반달자세,33,0.05
성장기,M,준비운동,골반 스트레칭2,32,0.05
성장기,M,준비운동,엎드려 어깨 늘리기,32,0.05
성장기,M,준비운동,공 위로 던지고 제자리 돌아 받기,32,0.05
성장기,M,준비운동,계단 뛰어 오르기,31,0.05
성장기,M,준비운동,V자 버티기,31,0.05
성장기,M,준비운동,서서 균형잡기,30,0.05
성장기,M,준비운동,턱걸이,30,0.05
성장기,M,준비운동,아령 앞으로 들어올리기,30,0.05
성장기,M,준비운동,앉아서 다리 펴서 들어올리기,30,0.05
성장기,M,준비운동,의자에 앉아 다리 뻗어 올리기,29,0.04
성장기,M,준비운동,양발 모았다 벌려뛰기,28,0.04
성장기,M,준비운동,팔 들어 올리며 런지,27,0.04
성장기,M,준비운동,V자 싸이클,27,0.04
성장기,M,준비운동,밴드로 다리 들어 올려 버티기,27,0.04
성장기,M,준비운동,박스 운동 루틴프로그램,26,0.04
성장기,M,준비운동,사다리 운동 루틴프로그램,26,0.04
성장기,M,준비운동,뛰어 내렸다가 바로 점프하기,25,0.04
성장기,M,준비운동,한 발 무릎위 올려차기,25,0.04
성장기,M,준비운동,종아리 사이 감아 돌리기,24,0.04
성장기,M,준비운동,엉덩이 스트레칭2,24,0.04
성장기,M,준비운동,W 스텝,24,0.04
성장기,M,준비운동,사이드 스텝,23,0.03
성장기,M,준비운동,스텝퍼 옆으로 뛰어넘기,23,0.03
성장기,M,준비운동,한발 들기,23,0.03
성장기,M,준비운동,한 발 들어올리기,23,0.03
성장기,M,준비운동,팔꿈치-무릎 교차 닿기,23,0.03
성장기,M,준비운동,누워서 엉덩이 들어올리기,22,0.03
성장기,M,준비운동,벽잡고 빨리 뛰기,22,0.03
성장기,M,준비운동,밴드 다리 올려 버티기,22,0.03
성장기,M,준비운동,복식호흡,21,0.03
성장기,M,준비운동,스텝퍼 뛰어서 오르내리기,20,0.03
성장기,M,준비운동,팔꿈치 맞닿아 원그리기,19,0.03
성장기,M,준비운동,짐볼을 이용한 동적 루틴 스트레칭,19,0.03
성장기,M,준비운동,팔꿈치 고정 후 벌리기,19,0.03
성장기,M,준비운동,교차 다리 굽히기,19,0.03
성장기,M,준비운동,전갈자세,18,0.03
성장기,M,준비운동,공 던져 색깔 맞추기,18,0.03
성장기,M,준비운동,양손 모아 균형 잡기,17,0.03
성장기,M,준비운동,다리 앞뒤로 벌려 굽혔다 펴기,17,0.03
성장기,M,준비운동,발 뒤꿈치 들어올리기,17,0.03
성장기,M,준비운동,무릎 구부려 상체 비틀기,17,0.03
성장기,M,준비운동,양발 연속 뛰기,17,0.03
성장기,M,준비운동,뒤로 팔 뻗기,17,0.03
성장기,M,준비운동,실외 자전거타기,16,0.02
성장기,M,준비운동,네발기기 자세로 팔 다리 들기,16,0.02
성장기,M,준비운동,옆으로 다리 뻗기,16,0.02
성장기,M,준비운동,한발들어 좌우 돌리기,15,0.02
성장기,M,준비운동,뒷발 교차 뛰기,15,0.02
성장기,M,준비운동,스텝퍼 올라가서 점프하여 착지하기,15,0.02
성장기,M,준비운동,허리 비틀어 볼 주고받기,15,0.02
성장기,M,준비운동,옆으로 누워 무릎 벌리기,15,0.02
성장기,M,준비운동,아령 뒤로 들어올리기,15,0.02
성장기,M,준비운동,런지하며 상체 비틀기,14,0.02
성장기,M,준비운동,옆으로 팔 대고 버티기,14,0.02
성장기,M,준비운동,팔 구부려 등 모으기,14,0.02
성장기,M,준비운동,점프 팔굽혀펴기,13,0.02
성장기,M,준비운동,의자 잡고 서기,13,0.02
성장기,M,준비운동,의자 잡고 한발 들기,13,0.02
성장기,M,준비운동,의자 잡고 측면으로 한발 들기,13,0.02
성장기,M,준비운동,활 자세,13,0.02
성장기,M,준비운동,상체 감아올리기,13,0.02
성장기,M,준비운동,잔발치기,13,0.02
성장기,M,준비운동,누워서 다리 굽히기,13,0.02
성장기,M,준비운동,회전 초승달 자세,12,0.02
성장기,M,준비운동,스타 투 니 풀,12,0.02
성장기,M,준비운동,사다리 안팎 뛰기,12,0.02
성장기,M,준비운동,앞차기하며 뛰기,12,0.02
성장기,M,준비운동,팔꿈치 굽히기,12,0.02
성장기,M,준비운동,측면 팔대고 버티기,11,0.02
성장기,M,준비운동,뒤꿈치 들기,11,0.02
성장기,M,준비운동,손목 펴기/굽히기,11,0.02
성장기,M,준비운동,엎드려 팔다리 교차올리기,11,0.02
성장기,M,준비운동,앉아서 다리 굽히기,10,0.02
성장기,M,준비운동,양팔 크게 벌리기,10,0.02
성장기,M,준비운동,발에 밴드걸고 윗몸일으키기,10,0.02
성장기,M,준비운동,작은 공을 이용한 동적 루틴 스트레칭,10,0.02
성장기,M,준비운동,앉아서 다리 펴기,10,0.02
성장기,M,준비운동,균형 걷기,10,0.02
성장기,M,준비운동,연속 사이드 스쿼드,10,0.02
성장기,M,준비운동,앉아서 밴드 당기기,10,0.02
성장기,M,준비운동,앞발 들어올리기,10,0.02
성장기,M,준비운동,스텝박스,9,0.01
성장기,M,준비운동,앉아서 다리 밀기,9,0.01
성장기,M,준비운동,앞으로 나가며 앉았다 일어서기,9,0.01
성장기,M,준비운동,팔 빨리 흔들기,9,0.01
성장기,M,준비운동,앉아서 뒤로 당기기,8,0.01
성장기,M,준비운동,누워 무릎 교차 올리기,8,0.01
성장기,M,준비운동,짐볼 전완대고 버티기,8,0.01
성장기,M,준비운동,누워서 팔 다리 동시에 들어올리기,8,0.01
성장기,M,준비운동,한 발 뒤로 들어올리기,8,0.01
성장기,M,준비운동,스텝퍼 뛰어서 넘어가기,8,0.01
성장기,M,준비운동,앉아서 다리 올리기,8,0.01
성장기,M,준비운동,앉아서 무릎 굽히기,8,0.01
성장기,M,준비운동,다리 교대로 들어올리기,7,0.01
성장기,M,준비운동,머리 위로 볼 돌리기,7,0.01
성장기,M,준비운동,파워클린,7,0.01
성장기,M,준비운동,고정식 트레드밀에서 걷기,7,0.01
성장기,M,준비운동,순간반응 콘 찍기 2,7,0.01
성장기,M,준비운동,네발기기 자세에서 손바닥으로 바닥밀기,7,0.01
성장기,M,준비운동,계단 두 칸씩 뛰기,7,0.01
성장기,M,준비운동,계단 한발 뛰기,7,0.01
성장기,M,준비운동,베개 밟고 서기,7,0.01
성장기,M,준비운동,몸통 옆으로 굽히기,6,0.01
성장기,M,준비운동,양발 교차 올리기,6,0.01
성장기,M,준비운동,짐볼 윗몸일으키기,6,0.01
성장기,M,준비운동,빠른 발 안팎 뛰기,6,0.01
성장기,M,준비운동,덤벨 잡고 앉았다 일어서기,6,0.01
성장기,M,준비운동,내전근 스트레칭,6,0.01
성장기,M,준비운동,탄력밴드 어깨 가쪽 돌림,6,0.01
성장기,M,준비운동,허리 굽혀 팔 뒤로 들기,6,0.01
성장기,M,준비운동,제자리 멀리 뛰기,6,0.01
성장기,M,준비운동,십(十)자 드리블,6,0.01
성장기,M,준비운동,무릎 아래에서 양옆으로 굴리기,6,0.01
성장기,M,준비운동,콘운동 루틴프로그램,6,0.01
성장기,M,준비운동,무릎 올려 공 닿기,6,0.01
성장기,M,준비운동,크게 다리벌려 교차 뛰기,6,0.01
성장기,M,준비운동,옆으로 굽히기,6,0.01
성장기,M,준비운동,다리 감아올리기,6,0.01
성장기,M,준비운동,앉아서 몸통 움츠리기,6,0.01
성장기,M,준비운동,의자 잡고 반복 옆 뛰기,6,0.01
성장기,M,준비운동,공 잡고 상체 들어올리기,6,0.01
성장기,M,준비운동,양발 교차 뛰기,5,0.01
성장기,M,준비운동,누워서 하늘 자전거,5,0.01
성장기,M,준비운동,한발로 점프하기,5,0.01
성장기,M,준비운동,옆으로 펀치하기,5,0.01
성장기,M,준비운동,앉았다 일어나며 점프하기,5,0.01
성장기,M,준비운동,누워서 밀기,5,0.01
성장기,M,준비운동,매달려서 다리 들기,5,0.01
성장기,M,준비운동,50M 달리기,5,0.01
성장기,M,준비운동,연속 무릎 올리기,5,0.01
성장기,M,준비운동,허리 비틀어 앉았다 일어서기,5,0.01
성장기,M,준비운동,앉아서 다리 모으기,4,0.01
성장기,M,준비운동,앉아서 다리 벌리기,4,0.01
성장기,M,준비운동,앉아서 당겨 내리기,4,0.01
성장기,M,준비운동,허리 굽혀 덤벨 뒤로 들기,4,0.01
성장기,M,준비운동,덤벨 옆으로 들어올리기,4,0.01
성장기,M,준비운동,점프 후 버티기,4,0.01
성장기,M,준비운동,가슴 스트레칭,4,0.01
성장기,M,준비운동,다리 뻗어 점프하기,4,0.01
성장기,M,준비운동,빠르게 앞무릎 올리기,4,0.01
성장기,M,준비운동,뛰어 밀기,4,0.01
성장기,M,준비운동,윗몸 말아 올리기,4,0.01
성장기,M,준비운동,유소년테스트,4,0.01
성장기,M,준비운동,밴드 한 발 뒤로 들기,4,0.01
성장기,M,준비운동,앞뒤 지그재그 뛰기,4,0.01
성장기,M,준비운동,콘 뛰어넘기,4,0.01
성장기,M,준비운동,써클휠로 다리 끌어당기기,4,0.01
성장기,M,준비운동,소파를 이용한 윗몸올리기,4,0.01
성장기,M,준비운동,서서 다리 뒤로 차기,3,0.0
성장기,M,준비운동,허리 감아 볼 돌리기,3,0.0
성장기,M,준비운동,한발 앞뒤 교차 뛰기,3,0.0
성장기,M,준비운동,옆으로 걷기,3,0.0
성장기,M,준비운동,밴드 머리 뒤로 들어올리기,3,0.0
성장기,M,준비운동,팔굽혀펴기 후 점프하기,3,0.0
성장기,M,준비운동,사다리 옆으로 발 옮기기,3,0.0
성장기,M,준비운동,서서 상체 일으키기,3,0.0
성장기,M,준비운동,엎드려 무릎 당기기,3,0.0
성장기,M,준비운동,누워서 머리 위로 팔꿈치 펴기,3,0.0
성장기,M,준비운동,점프하며 뛰기,3,0.0
성장기,M,준비운동,다리 옆으로 들어올리기,3,0.0
성장기,M,준비운동,앉아서 양팔 당기기,3,0.0
성장기,M,준비운동,계이름 치기,3,0.0
성장기,M,준비운동,사이드 스텝 점프하기,3,0.0
성장기,M,준비운동,볼 잡고 몸통 기울이기,3,0.0
성장기,M,준비운동,무릎 굽혀 엉덩이 들어올리기,3,0.0
성장기,M,준비운동,대(大)자 점프 뛰기,3,0.0
성장기,M,준비운동,2단 줄넘기,3,0.0
성장기,M,준비운동,다리 올려 의자넘기,3,0.0
성장기,M,준비운동,서서 어깨 들어올리기,2,0.0
성장기,M,준비운동,엎드려서 균형잡기,2,0.0
성장기,M,준비운동,네발기기 자세에서 다리 위로 뻗어올리기,2,0.0
성장기,M,준비운동,누워서 배가로근 수축 II,2,0.0
성장기,M,준비운동,의자에 한 다리 올리고 앉앗다 일어서기,2,0.0
성장기,M,준비운동,짐볼 배에 대고 버티기,2,0.0
성장기,M,준비운동,밴드 걸고 옆으로 누워 다리 올리기,2,0.0
성장기,M,준비운동,누워서 덤벨 들어올리기,2,0.0
성장기,M,준비운동,어깨 양 옆으로 돌리기,2,0.0
성장기,M,준비운동,원판던지기,2,0.0
성장기,M,준비운동,고정한 상태에서 덤벨 들고 팔꿈치 굽히기,2,0.0
성장기,M,준비운동,전후 교차 뛰기,2,0.0
성장기,M,준비운동,스텝박스 오르내리기,2,0.0
성장기,M,준비운동,바벨 끌어당기기,2,0.0
성장기,M,준비운동,앉아서 덤벨로 손목 굽히기,2,0.0
성장기,M,준비운동,머리 뒤로 깍지 끼고 상체 숙이기,2,0.0
성장기,M,준비운동,누워서 팔 밀기,2,0.0
성장기,M,준비운동,앉아서 가슴 모으기,2,0.0
성장기,M,준비운동,앞굽이 뛰기,2,0.0
성장기,M,준비운동,4방향 콘 찍고 달리기,2,0.0
성장기,M,준비운동,연속 상향 점프하기,2,0.0
성장기,M,준비운동,빠르게 무릎들어 뛰기,2,0.0
성장기,M,준비운동,무릎 들어 연속 뛰기,2,0.0
성장기,M,준비운동,앉아서 엉덩관절 굽히기,1,0.0
성장기,M,준비운동,앞뒤로 한발씩 걷기,1,0.0
성장기,M,준비운동,물통으로 양팔 들어올리기,1,0.0
성장기,M,준비운동,물병 들고 한발 앞으로 내밀고 앉았다 일어서기,1,0.0
성장기,M,준비운동,엎드려 뒤로 다리 올리기,1,0.0
성장기,M,준비운동,덤벨 잡고 뒤꿈치 들기,1,0.0
성장기,M,준비운동,의자 이용 중심 잡기 루틴 운동,1,0.0
성장기,M,준비운동,짐볼 앉아 중심 잡기 루틴 운동,1,0.0
성장기,M,준비운동,짐볼 앉아 한발 들기,1,0.0
성장기,M,준비운동,고정식 자전거 타기,1,0.0
성장기,M,준비운동,짐볼에서 엉덩이 돌리기,1,0.0
성장기,M,준비운동,스텝퍼 오르내리기,1,0.0
성장기,M,준비운동,서서 탄력밴드 당겨내리기/올리기,1,0.0
성장기,M,준비운동,서서 다리로 탄력밴드 당기기 II,1,0.0
성장기,M,준비운동,가슴/어깨 스트레칭,1,0.0
성장기,M,준비운동,좌우 이동하며 팔굽혀펴기,1,0.0
성장기,M,준비운동,앉았다 일어서며 팔 들어올리기,1,0.0
성장기,M,준비운동,앉아서 팔꿈치 굽히기/펴기,1,0.0
성장기,M,준비운동,바벨 들어 팔꿈치 굽히기,1,0.0
성장기,M,준비운동,폼롤러 밀며 몸 앞으로 숙이기,1,0.0
성장기,M,준비운동,폼롤러 앞으로 굴리기,1,0.0
성장기,M,준비운동,짐볼 윗몸올리기,1,0.0
성장기,M,준비운동,뒷발 의자 올려 굽히기,1,0.0
성장기,M,준비운동,허리 굽혀 덤벨 들기,1,0.0
성장기,M,준비운동,밴드 걸고 누워서 다리 들어올리기,1,0.0
성장기,M,준비운동,짐볼에 다리 올리고 엉덩이 들어올리기,1,0.0
성장기,M,준비운동,연속 하향 점프하기,1,0.0
성장기,M,준비운동,점프해서 손 발끝 닿기,1,0.0
성장기,M,준비운동,점프하며 앞으로 나가기,1,0.0
성장기,M,준비운동,앞발 의자 올려 굽히기,1,0.0
성장기,M,준비운동,양팔 벌려 높이 뛰기,1,0.0
성장기,M,준비운동,풍선 튕기기,1,0.0
성장기,M,준비운동,사다리 이용 루틴 운동,1,0.0
성장기,M,준비운동,의자 이용하기,1,0.0
성장기,M,준비운동,물고기 자세,1,0.0
성장기,M,준비운동,좌우 양발모아 점프하기,1,0.0
성장기,M,준비운동,계단 두발 뛰기,1,0.0
성장기,M,본운동,조깅,5387,4.28
성장기,M,본운동,맨몸운동 루틴프로그램,5128,4.07
성장기,M,본운동,줄넘기 운동,4770,3.79
성장기,M,본운동,앉았다 일어서기,4102,3.26
성장기,M,본운동,자전거타기,3713,2.95
성장기,M,본운동,수영,3660,2.91
성장기,M,본운동,버피 테스트,3592,2.85
성장기,M,본운동,전완대고 버티기,2761,2.19
성장기,M,본운동,팔굽혀 펴기,2621,2.08
성장기,M,본운동,저항밴드 운동 루틴프로그램,2349,1.87
성장기,M,본운동,웨이트 트레이닝 루틴프로그램,2228,1.77
